지진해일대피소명,지진해일대피소구분,지진해일대피소유형,지진해일대피소유형구분,소재지도로명주소,소재지지번주소,위도,경도,수용가능면적,최대수용인원수,지진해일대피소운영상태,지진해일대피소전화번호,부대편의시설,주민대피지구명,주민대피지구내가구수,주민대피지구내거주인수,주민대피지구내재해약자수,내진적용여부,내진설계등급,해안선이격거리,해발높이,지진대피안내표지판수,긴급대피장소안내표지판수,지진대피로안내표지판수,관리기관명,관리기관전화번호,데이터기준일자
용두초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시 동대문구 신설동237-1,,,,4500,5455,Y,02-927-4892,,별도지구지정없음,,,,적용,,,,1,,,서울시 동대문구청,,2019-09-30
대광고등학교운동장,지진대피소,옥외대피소,운동장,서울특별시 동대문구 신설동53-3(안암로6),,,,4500,5455,Y,02-926-4976,,별도지구지정없음,,,,적용,,,,1,,,서울시 동대문구청,,2019-09-30
우산각어린이공원,지진대피소,옥외대피소,공원,서울특별시 동대문구 신설동109-4(천호대로4길22),,,,1950,2364,Y,02-2127-4776,,별도지구지정없음,,,,적용,,,,1,,,서울시 동대문구청,,2019-09-30
용두희망어린이공원,지진대피소,옥외대피소,공원,서울특별시 동대문구 용두동715,,,,1560,1891,Y,02-2127-4776,,별도지구지정없음,,,,적용,,,,1,,,서울시 동대문구청,,2019-09-30
종암초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시 동대문구 제기동1157(무학로44길25),,,,4412,5348,Y,02-924-4125,,별도지구지정없음,,,,적용,,,,1,,,서울시 동대문구청,,2019-09-30
홍파초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시 동대문구 제기동678(고산자로518),,,,907,1099,Y,02-967-8161,,별도지구지정없음,,,,적용,,,,1,,,서울시 동대문구청,,2019-09-30
성일중학교운동장,지진대피소,옥외대피소,운동장,서울특별시 동대문구 제기동271-41(왕산로23길55),,,,1681,2038,Y,02-926-0211,,별도지구지정없음,,,,적용,,,,1,,,서울시 동대문구청,,2019-09-30
정화여자상업고등학교운동장,지진대피소,옥외대피소,운동장,서울특별시 동대문구 제기동293(홍릉로15길50),,,,636,771,Y,02-960-1495,,별도지구지정없음,,,,적용,,,,1,,,서울시 동대문구청,,2019-09-30
방아다리어린이공원,지진대피소,옥외대피소,공원,서울특별시 동대문구 제기동132-1,,,,530,642,Y,02-2127-4776,,별도지구지정없음,,,,적용,,,,1,,,서울시 동대문구청,,2019-09-30
동대문중학교운동장,지진대피소,옥외대피소,운동장,서울특별시 동대문구 전농동322-5(사가정로59),,,,2031,2461,Y,02-3407-4124,,별도지구지정없음,,,,적용,,,,1,,,서울시 동대문구청,,2019-09-30
전농초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시 동대문구 전농동298(사가정로66),,,,2066,2504,Y,02-2244-1883,,별도지구지정없음,,,,적용,,,,1,,,서울시 동대문구청,,2019-09-30
배봉초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시 동대문구 전농동3-111(사가정로193),,,,3265,3958,Y,02-2243-6502,,별도지구지정없음,,,,적용,,,,1,,,서울시 동대문구청,,2019-09-30
전곡초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시 동대문구 전농동188(전농로172),,,,2230,2703,Y,02-2242-6548,,별도지구지정없음,,,,적용,,,,1,,,서울시 동대문구청,,2019-09-30
전동초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시 동대문구 전농동45-41(전농로16길61),,,,1755,2127,Y,02-2214-6574,,별도지구지정없음,,,,적용,,,,1,,,서울시 동대문구청,,2019-09-30
전농중학교운동장,지진대피소,옥외대피소,운동장,서울특별시 동대문구 전농동58-1(사가정로13길71),,,,6640,8048,Y,02-2242-6652,,별도지구지정없음,,,,적용,,,,1,,,서울시 동대문구청,,2019-09-30
전일중학교운동장,지진대피소,옥외대피소,운동장,서울특별시 동대문구 전농동60-1(사가정로13길67),,,,5600,6788,Y,02-2245-2745,,별도지구지정없음,,,,적용,,,,1,,,서울시 동대문구청,,2019-09-30
해성여자고등학교운동장,지진대피소,옥외대피소,운동장,서울특별시 동대문구 전농동90-3(전농로20길31),,,,5900,7152,Y,02-2244-5318,,별도지구지정없음,,,,적용,,,,1,,,서울시 동대문구청,,2019-09-30
아름드리어린이공원,지진대피소,옥외대피소,공원,서울특별시 동대문구 전농동688-7,,,,1066,1292,Y,02-2127-4776,,별도지구지정없음,,,,적용,,,,1,,,서울시 동대문구청,,2019-09-30
배봉산공원야외무대,지진대피소,옥외대피소,공원,서울특별시 동대문구 전농동산32-20(전농로16길97),,,,1745,2115,Y,02-2127-4776,,별도지구지정없음,,,,적용,,,,1,,,서울시 동대문구청,,2019-09-30
답십리초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시 동대문구 답십리동274(전농로3길23),,,,2550,3091,Y,02-2242-9256,,별도지구지정없음,,,,적용,,,,1,,,서울시 동대문구청,,2019-09-30
신답초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시 동대문구 답십리동463-14,,,,1942,2354,Y,02-2212-1485,,별도지구지정없음,,,,적용,,,,1,,,서울시 동대문구청,,2019-09-30
숭인중학교운동장,지진대피소,옥외대피소,운동장,서울특별시 동대문구 답십리동463-1(천호대로47길34),,,,1577,1912,Y,02-2215-0176,,별도지구지정없음,,,,적용,,,,1,,,서울시 동대문구청,,2019-09-30
간데메공원,지진대피소,옥외대피소,공원,서울특별시 동대문구 답십리동471(서울시립대로2길59),,,,12147,14724,Y,02-2127-4776,,별도지구지정없음,,,,적용,,,,1,,,서울시 동대문구청,,2019-09-30
동산어린이공원,지진대피소,옥외대피소,공원,서울특별시 동대문구 답십리동998-1,,,,1232,1493,Y,02-2127-4776,,별도지구지정없음,,,,적용,,,,1,,,서울시 동대문구청,,2019-09-30
동답초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시 동대문구 답십리동2-24(답십리로60길12),,,,2158,2616,Y,02-2213-9820,,별도지구지정없음,,,,적용,,,,1,,,서울시 동대문구청,,2019-09-30
쉼터어린이공원,지진대피소,옥외대피소,공원,서울특별시 동대문구 답십리동952-5(황물로17길24),,,,1329,1611,Y,02-2127-4776,,별도지구지정없음,,,,적용,,,,1,,,서울시 동대문구청,,2019-09-30
군자초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시 동대문구 장안동239-2(한천로6길21),,,,4390,5321,Y,02-2244-0488,,별도지구지정없음,,,,적용,,,,1,,,서울시 동대문구청,,2019-09-30
안평초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시 동대문구 장안동353-1(장한로14길61),,,,3433,4161,Y,02-2214-0258,,별도지구지정없음,,,,적용,,,,1,,,서울시 동대문구청,,2019-09-30
장평중학교운동장,지진대피소,옥외대피소,운동장,서울특별시 동대문구 장안동352(답십리로72길158),,,,8207,9948,Y,02-2243-8283,,별도지구지정없음,,,,적용,,,,1,,,서울시 동대문구청,,2019-09-30
장평공원,지진대피소,옥외대피소,공원,서울특별시 동대문구 장안동356(장안벗꽃로67),,,,7524,9120,Y,02-2127-4776,,별도지구지정없음,,,,적용,,,,1,,,서울시 동대문구청,,2019-09-30
안골어린이공원,지진대피소,옥외대피소,공원,서울특별시 동대문구 장안동402(천호대로77다길20),,,,1550,1879,Y,02-2127-4776,,별도지구지정없음,,,,적용,,,,1,,,서울시 동대문구청,,2019-09-30
장일어린이공원,지진대피소,옥외대피소,공원,서울특별시 동대문구 장안동164-1,,,,823,997,Y,02-2127-4776,,별도지구지정없음,,,,적용,,,,1,,,서울시 동대문구청,,2019-09-30
장평초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시 동대문구 장안동323(답십리로69길27),,,,4157,5039,Y,02-2243-6108,,별도지구지정없음,,,,적용,,,,1,,,서울시 동대문구청,,2019-09-30
은석초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시 동대문구 장안동328(장안벗꽃로205),,,,2732,3312,Y,02-6937-8180,,별도지구지정없음,,,,적용,,,,1,,,서울시 동대문구청,,2019-09-30
동국대학교운동장사범대학부속고등학교운동장,지진대피소,옥외대피소,운동장,서울특별시 동대문구 장안동328(장안벗꽃로205),,,,7283,8828,Y,02-6913-1577,,별도지구지정없음,,,,적용,,,,1,,,서울시 동대문구청,,2019-09-30
늘봄어린이공원,지진대피소,옥외대피소,공원,서울특별시 동대문구 장안동343(장안로26나길6),,,,1427,1729,Y,02-2127-4776,,별도지구지정없음,,,,적용,,,,1,,,서울시 동대문구청,,2019-09-30
홍릉초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시 동대문구 청량리동206-44(회기로90),,,,3968,4809,Y,02-968-4701,,별도지구지정없음,,,,적용,,,,1,,,서울시 동대문구청,,2019-09-30
청량중학교운동장,지진대피소,옥외대피소,운동장,서울특별시 동대문구 청량리동14(왕산로301),,,,5578,6761,Y,02-4447-0040,,별도지구지정없음,,,,적용,,,,1,,,서울시 동대문구청,,2019-09-30
청량고등학교운동장,지진대피소,옥외대피소,운동장,서울특별시 동대문구 청량리동7(왕산로303),,,,3772,4572,Y,02-959-4363,,별도지구지정없음,,,,적용,,,,1,,,서울시 동대문구청,,2019-09-30
경희초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시 동대문구 회기동1-5(경희대로26-6),,,,4500,5455,Y,02-962-4300,,별도지구지정없음,,,,적용,,,,1,,,서울시 동대문구청,,2019-09-30
삼육초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시 동대문구 회기동102-48(회기로10길63),,,,2080,2521,Y,02-966-4859,,별도지구지정없음,,,,적용,,,,1,,,서울시 동대문구청,,2019-09-30
청량초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시 동대문구 회기동1-1(회기로25길31),,,,2750,3333,Y,02-962-1341,,별도지구지정없음,,,,적용,,,,1,,,서울시 동대문구청,,2019-09-30
경희여자고등학교운동장,지진대피소,옥외대피소,운동장,서울특별시 동대문구 회기동1-5(경희대로26-6),,,,3131,3795,Y,02-966-1248,,별도지구지정없음,,,,적용,,,,1,,,서울시 동대문구청,,2019-09-30
보림어린이공원,지진대피소,옥외대피소,공원,서울특별시 동대문구 휘경1동179-9(휘경로12길71),,,,1250,1515,Y,02-2127-4776,,별도지구지정없음,,,,적용,,,,1,,,서울시 동대문구청,,2019-09-30
휘경초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시 동대문구 휘경동302-2(망우로6길48),,,,3415,4139,Y,02-2244-4941,,별도지구지정없음,,,,적용,,,,1,,,서울시 동대문구청,,2019-09-30
휘봉초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시 동대문구 휘경동49-27(장안벗꽃로309),,,,2368,2870,Y,02-2248-4649,,별도지구지정없음,,,,적용,,,,1,,,서울시 동대문구청,,2019-09-30
전동중학교운동장,지진대피소,옥외대피소,운동장,서울특별시 동대문구 휘경동49-295(장안벗꽃로291),,,,4197,5087,Y,02-2212-9266,,별도지구지정없음,,,,적용,,,,1,,,서울시 동대문구청,,2019-09-30
휘경여자고등학교운동장,지진대피소,옥외대피소,운동장,서울특별시 동대문구 휘경동43-7(한천로247),,,,4418,5355,Y,02-2244-8925,,별도지구지정없음,,,,적용,,,,1,,,서울시 동대문구청,,2019-09-30
휘경공업고등학교운동장,지진대피소,옥외대피소,운동장,서울특별시 동대문구 휘경동49-327(겸재로21),,,,3456,4189,Y,02-2216-3645,,별도지구지정없음,,,,적용,,,,1,,,서울시 동대문구청,,2019-09-30
휘봉고등학교운동장,지진대피소,옥외대피소,운동장,서울특별시 동대문구 휘경동43-138(한천로290),,,,4048,4907,Y,02-2116-7211,,별도지구지정없음,,,,적용,,,,1,,,서울시 동대문구청,,2019-09-30
이문초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시 동대문구 이문동164-26(신이문로12),,,,2850,3455,Y,02-957-8141,,별도지구지정없음,,,,적용,,,,1,,,서울시 동대문구청,,2019-09-30
